NP_ID,Neighborhood,Demographic,Unit_Size,Affordable_ind,Year
8,Hillsdale-Multnomah-Barbur,3-Person Moderate-Income,3-BR,N,2016
8,Hillsdale-Multnomah-Barbur,3-Person Moderate-Income,Homeownership,Y,2016
8,Hillsdale-Multnomah-Barbur,Couple with Family,Studio,Y,2016
8,Hillsdale-Multnomah-Barbur,Couple with Family,1-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Couple with Family,2-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Couple with Family,3-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Couple with Family,Homeownership,Y,2016
8,Hillsdale-Multnomah-Barbur,White,Studio,N,2016
8,Hillsdale-Multnomah-Barbur,White,1-BR,N,2016
8,Hillsdale-Multnomah-Barbur,White,2-BR,N,2016
8,Hillsdale-Multnomah-Barbur,White,3-BR,N,2016
8,Hillsdale-Multnomah-Barbur,White,Homeownership,N,2016
8,Hillsdale-Multnomah-Barbur,Black,Studio,Y,2016
8,Hillsdale-Multnomah-Barbur,Black,1-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Black,2-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Black,3-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Black,Homeownership,Y,2016
8,Hillsdale-Multnomah-Barbur,Latino,Studio,Y,2016
8,Hillsdale-Multnomah-Barbur,Latino,1-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Latino,2-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Latino,3-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Latino,Homeownership,N,2016
8,Hillsdale-Multnomah-Barbur,Native American,Studio,Y,2016
8,Hillsdale-Multnomah-Barbur,Native American,1-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Native American,2-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Native American,3-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Native American,Homeownership,N,2016
8,Hillsdale-Multnomah-Barbur,Asian,Studio,Y,2016
8,Hillsdale-Multnomah-Barbur,Asian,1-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Asian,2-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Asian,3-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Asian,Homeownership,Y,2016
8,Hillsdale-Multnomah-Barbur,Senior,Studio,Y,2016
8,Hillsdale-Multnomah-Barbur,Senior,1-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Senior,2-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Senior,3-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Senior,Homeownership,N,2016
8,Hillsdale-Multnomah-Barbur,Single Mother,Studio,Y,2016
8,Hillsdale-Multnomah-Barbur,Single Mother,1-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Single Mother,2-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Single Mother,3-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Single Mother,Homeownership,N,2016
8,Hillsdale-Multnomah-Barbur,Foreign-Born,Studio,Y,2016
8,Hillsdale-Multnomah-Barbur,Foreign-Born,1-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Foreign-Born,2-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Foreign-Born,3-BR,N,2016
8,Hillsdale-Multnomah-Barbur,Foreign-Born,Homeownership,Y,2016
9,Hollywood,Avg. Portland Household,Studio,Y,2016
9,Hollywood,Avg. Portland Household,1-BR,N,2016
9,Hollywood,Avg. Portland Household,2-BR,N,2016
9,Hollywood,Avg. Portland Household,3-BR,N,2016
9,Hollywood,Avg. Portland Household,Homeownership,Y,2016
9,Hollywood,3-Person Extremely Low-Income,Studio,Y,2016
9,Hollywood,3-Person Extremely Low-Income,1-BR,N,2016
9,Hollywood,3-Person Extremely Low-Income,2-BR,N,2016
9,Hollywood,3-Person Extremely Low-Income,3-BR,N,2016
9,Hollywood,3-Person Extremely Low-Income,Homeownership,Y,2016
9,Hollywood,3-Person Low-Income,Studio,Y,2016
9,Hollywood,3-Person Low-Income,1-BR,N,2016
9,Hollywood,3-Person Low-Income,2-BR,N,2016
9,Hollywood,3-Person Low-Income,3-BR,N,2016
9,Hollywood,3-Person Low-Income,Homeownership,Y,2016
9,Hollywood,3-Person Moderate-Income,Studio,Y,2016
9,Hollywood,3-Person Moderate-Income,1-BR,N,2016
9,Hollywood,3-Person Moderate-Income,2-BR,N,2016
9,Hollywood,3-Person Moderate-Income,3-BR,N,2016
9,Hollywood,3-Person Moderate-Income,Homeownership,Y,2016
9,Hollywood,Couple with Family,Studio,Y,2016
9,Hollywood,Couple with Family,1-BR,N,2016
9,Hollywood,Couple with Family,2-BR,N,2016
9,Hollywood,Couple with Family,3-BR,N,2016
9,Hollywood,Couple with Family,Homeownership,Y,2016
9,Hollywood,White,Studio,N,2016
9,Hollywood,White,1-BR,N,2016
9,Hollywood,White,2-BR,N,2016
9,Hollywood,White,3-BR,N,2016
9,Hollywood,White,Homeownership,N,2016
9,Hollywood,Black,Studio,Y,2016
9,Hollywood,Black,1-BR,N,2016
9,Hollywood,Black,2-BR,N,2016
9,Hollywood,Black,3-BR,N,2016
9,Hollywood,Black,Homeownership,Y,2016
9,Hollywood,Latino,Studio,Y,2016
9,Hollywood,Latino,1-BR,N,2016
9,Hollywood,Latino,2-BR,N,2016
9,Hollywood,Latino,3-BR,N,2016
9,Hollywood,Latino,Homeownership,N,2016
9,Hollywood,Native American,Studio,Y,2016
9,Hollywood,Native American,1-BR,N,2016
9,Hollywood,Native American,2-BR,N,2016
9,Hollywood,Native American,3-BR,N,2016
9,Hollywood,Native American,Homeownership,N,2016
9,Hollywood,Asian,Studio,Y,2016
9,Hollywood,Asian,1-BR,N,2016
9,Hollywood,Asian,2-BR,N,2016
9,Hollywood,Asian,3-BR,N,2016
9,Hollywood,Asian,Homeownership,Y,2016
9,Hollywood,Senior,Studio,Y,2016
9,Hollywood,Senior,1-BR,N,2016
9,Hollywood,Senior,2-BR,N,2016
9,Hollywood,Senior,3-BR,N,2016
9,Hollywood,Senior,Homeownership,N,2016
9,Hollywood,Single Mother,Studio,Y,2016
9,Hollywood,Single Mother,1-BR,N,2016
9,Hollywood,Single Mother,2-BR,N,2016
9,Hollywood,Single Mother,3-BR,N,2016
9,Hollywood,Single Mother,Homeownership,N,2016
9,Hollywood,Foreign-Born,Studio,Y,2016
9,Hollywood,Foreign-Born,1-BR,N,2016
9,Hollywood,Foreign-Born,2-BR,N,2016
9,Hollywood,Foreign-Born,3-BR,N,2016
9,Hollywood,Foreign-Born,Homeownership,Y,2016
10,Interstate Corridor,Avg. Portland Household,Studio,Y,2016
10,Interstate Corridor,Avg. Portland Household,1-BR,N,2016
10,Interstate Corridor,Avg. Portland Household,2-BR,N,2016
10,Interstate Corridor,Avg. Portland Household,3-BR,N,2016
10,Interstate Corridor,Avg. Portland Household,Homeownership,Y,2016
10,Interstate Corridor,3-Person Extremely Low-Income,Studio,Y,2016
10,Interstate Corridor,3-Person Extremely Low-Income,1-BR,N,2016
10,Interstate Corridor,3-Person Extremely Low-Income,2-BR,N,2016
10,Interstate Corridor,3-Person Extremely Low-Income,3-BR,N,2016
10,Interstate Corridor,3-Person Extremely Low-Income,Homeownership,Y,2016
10,Interstate Corridor,3-Person Low-Income,Studio,Y,2016
10,Interstate Corridor,3-Person Low-Income,1-BR,N,2016
10,Interstate Corridor,3-Person Low-Income,2-BR,N,2016
10,Interstate Corridor,3-Person Low-Income,3-BR,N,2016
10,Interstate Corridor,3-Person Low-Income,Homeownership,Y,2016
10,Interstate Corridor,3-Person Moderate-Income,Studio,Y,2016
10,Interstate Corridor,3-Person Moderate-Income,1-BR,N,2016
10,Interstate Corridor,3-Person Moderate-Income,2-BR,N,2016
10,Interstate Corridor,3-Person Moderate-Income,3-BR,N,2016
10,Interstate Corridor,3-Person Moderate-Income,Homeownership,Y,2016
10,Interstate Corridor,Couple with Family,Studio,Y,2016
10,Interstate Corridor,Couple with Family,1-BR,N,2016
10,Interstate Corridor,Couple with Family,2-BR,N,2016
10,Interstate Corridor,Couple with Family,3-BR,N,2016
10,Interstate Corridor,Couple with Family,Homeownership,Y,2016
10,Interstate Corridor,White,Studio,N,2016
10,Interstate Corridor,White,1-BR,N,2016
10,Interstate Corridor,White,2-BR,N,2016
10,Interstate Corridor,White,3-BR,N,2016
10,Interstate Corridor,White,Homeownership,N,2016
10,Interstate Corridor,Black,Studio,Y,2016
10,Interstate Corridor,Black,1-BR,N,2016
10,Interstate Corridor,Black,2-BR,N,2016
10,Interstate Corridor,Black,3-BR,N,2016
10,Interstate Corridor,Black,Homeownership,Y,2016
10,Interstate Corridor,Latino,Studio,Y,2016
10,Interstate Corridor,Latino,1-BR,N,2016
10,Interstate Corridor,Latino,2-BR,N,2016
10,Interstate Corridor,Latino,3-BR,N,2016
10,Interstate Corridor,Latino,Homeownership,N,2016
10,Interstate Corridor,Native American,Studio,Y,2016
10,Interstate Corridor,Native American,1-BR,N,2016
10,Interstate Corridor,Native American,2-BR,N,2016
10,Interstate Corridor,Native American,3-BR,N,2016
10,Interstate Corridor,Native American,Homeownership,N,2016
10,Interstate Corridor,Asian,Studio,Y,2016
10,Interstate Corridor,Asian,1-BR,N,2016
10,Interstate Corridor,Asian,2-BR,N,2016
10,Interstate Corridor,Asian,3-BR,N,2016
10,Interstate Corridor,Asian,Homeownership,Y,2016
10,Interstate Corridor,Senior,Studio,Y,2016
10,Interstate Corridor,Senior,1-BR,N,2016
10,Interstate Corridor,Senior,2-BR,N,2016
10,Interstate Corridor,Senior,3-BR,N,2016
10,Interstate Corridor,Senior,Homeownership,N,2016
10,Interstate Corridor,Single Mother,Studio,Y,2016
10,Interstate Corridor,Single Mother,1-BR,N,2016
10,Interstate Corridor,Single Mother,2-BR,N,2016
10,Interstate Corridor,Single Mother,3-BR,N,2016
10,Interstate Corridor,Single Mother,Homeownership,N,2016
10,Interstate Corridor,Foreign-Born,Studio,Y,2016
10,Interstate Corridor,Foreign-Born,1-BR,N,2016
10,Interstate Corridor,Foreign-Born,2-BR,N,2016
10,Interstate Corridor,Foreign-Born,3-BR,N,2016
10,Interstate Corridor,Foreign-Born,Homeownership,Y,2016
11,Lents-Foster,Avg. Portland Household,Studio,Y,2016
11,Lents-Foster,Avg. Portland Household,1-BR,N,2016
11,Lents-Foster,Avg. Portland Household,2-BR,N,2016
11,Lents-Foster,Avg. Portland Household,3-BR,N,2016
11,Lents-Foster,Avg. Portland Household,Homeownership,Y,2016
11,Lents-Foster,3-Person Extremely Low-Income,Studio,Y,2016
11,Lents-Foster,3-Person Extremely Low-Income,1-BR,N,2016
11,Lents-Foster,3-Person Extremely Low-Income,2-BR,N,2016
11,Lents-Foster,3-Person Extremely Low-Income,3-BR,N,2016
11,Lents-Foster,3-Person Extremely Low-Income,Homeownership,Y,2016
11,Lents-Foster,3-Person Low-Income,Studio,Y,2016
11,Lents-Foster,3-Person Low-Income,1-BR,N,2016
11,Lents-Foster,3-Person Low-Income,2-BR,N,2016
11,Lents-Foster,3-Person Low-Income,3-BR,N,2016
11,Lents-Foster,3-Person Low-Income,Homeownership,Y,2016
11,Lents-Foster,3-Person Moderate-Income,Studio,Y,2016
11,Lents-Foster,3-Person Moderate-Income,1-BR,N,2016
11,Lents-Foster,3-Person Moderate-Income,2-BR,N,2016
11,Lents-Foster,3-Person Moderate-Income,3-BR,N,2016
11,Lents-Foster,3-Person Moderate-Income,Homeownership,Y,2016
11,Lents-Foster,Couple with Family,Studio,Y,2016
11,Lents-Foster,Couple with Family,1-BR,N,2016
11,Lents-Foster,Couple with Family,2-BR,N,2016
11,Lents-Foster,Couple with Family,3-BR,N,2016
11,Lents-Foster,Couple with Family,Homeownership,Y,2016
11,Lents-Foster,White,Studio,N,2016
11,Lents-Foster,White,1-BR,N,2016
11,Lents-Foster,White,2-BR,N,2016
11,Lents-Foster,White,3-BR,N,2016
11,Lents-Foster,White,Homeownership,N,2016
11,Lents-Foster,Black,Studio,Y,2016
11,Lents-Foster,Black,1-BR,N,2016
11,Lents-Foster,Black,2-BR,N,2016
11,Lents-Foster,Black,3-BR,N,2016
11,Lents-Foster,Black,Homeownership,Y,2016
11,Lents-Foster,Latino,Studio,Y,2016
11,Lents-Foster,Latino,1-BR,N,2016
11,Lents-Foster,Latino,2-BR,N,2016
11,Lents-Foster,Latino,3-BR,N,2016
11,Lents-Foster,Latino,Homeownership,N,2016
11,Lents-Foster,Native American,Studio,Y,2016
11,Lents-Foster,Native American,1-BR,N,2016
11,Lents-Foster,Native American,2-BR,N,2016
11,Lents-Foster,Native American,3-BR,N,2016
11,Lents-Foster,Native American,Homeownership,N,2016
11,Lents-Foster,Asian,Studio,Y,2016
11,Lents-Foster,Asian,1-BR,N,2016
11,Lents-Foster,Asian,2-BR,N,2016
11,Lents-Foster,Asian,3-BR,N,2016
11,Lents-Foster,Asian,Homeownership,Y,2016
11,Lents-Foster,Senior,Studio,Y,2016
11,Lents-Foster,Senior,1-BR,N,2016
11,Lents-Foster,Senior,2-BR,N,2016
11,Lents-Foster,Senior,3-BR,N,2016
11,Lents-Foster,Senior,Homeownership,N,2016
11,Lents-Foster,Single Mother,Studio,Y,2016
11,Lents-Foster,Single Mother,1-BR,N,2016
11,Lents-Foster,Single Mother,2-BR,N,2016
11,Lents-Foster,Single Mother,3-BR,N,2016
11,Lents-Foster,Single Mother,Homeownership,N,2016
11,Lents-Foster,Foreign-Born,Studio,Y,2016
11,Lents-Foster,Foreign-Born,1-BR,N,2016
11,Lents-Foster,Foreign-Born,2-BR,N,2016
11,Lents-Foster,Foreign-Born,3-BR,N,2016
11,Lents-Foster,Foreign-Born,Homeownership,Y,2016
12,MLK-Alberta,Avg. Portland Household,Studio,Y,2016
12,MLK-Alberta,Avg. Portland Household,1-BR,N,2016
12,MLK-Alberta,Avg. Portland Household,2-BR,N,2016
12,MLK-Alberta,Avg. Portland Household,3-BR,N,2016
12,MLK-Alberta,Avg. Portland Household,Homeownership,Y,2016
12,MLK-Alberta,3-Person Extremely Low-Income,Studio,Y,2016
12,MLK-Alberta,3-Person Extremely Low-Income,1-BR,N,2016
12,MLK-Alberta,3-Person Extremely Low-Income,2-BR,N,2016
12,MLK-Alberta,3-Person Extremely Low-Income,3-BR,N,2016
12,MLK-Alberta,3-Person Extremely Low-Income,Homeownership,Y,2016
12,MLK-Alberta,3-Person Low-Income,Studio,Y,2016
12,MLK-Alberta,3-Person Low-Income,1-BR,N,2016
12,MLK-Alberta,3-Person Low-Income,2-BR,N,2016
12,MLK-Alberta,3-Person Low-Income,3-BR,N,2016
12,MLK-Alberta,3-Person Low-Income,Homeownership,Y,2016
12,MLK-Alberta,3-Person Moderate-Income,Studio,Y,2016
12,MLK-Alberta,3-Person Moderate-Income,1-BR,N,2016
12,MLK-Alberta,3-Person Moderate-Income,2-BR,N,2016
12,MLK-Alberta,3-Person Moderate-Income,3-BR,N,2016
12,MLK-Alberta,3-Person Moderate-Income,Homeownership,Y,2016
12,MLK-Alberta,Couple with Family,Studio,Y,2016
12,MLK-Alberta,Couple with Family,1-BR,N,2016
12,MLK-Alberta,Couple with Family,2-BR,N,2016
12,MLK-Alberta,Couple with Family,3-BR,N,2016
12,MLK-Alberta,Couple with Family,Homeownership,Y,2016
12,MLK-Alberta,White,Studio,N,2016
12,MLK-Alberta,White,1-BR,N,2016
12,MLK-Alberta,White,2-BR,N,2016
12,MLK-Alberta,White,3-BR,N,2016
12,MLK-Alberta,White,Homeownership,N,2016
12,MLK-Alberta,Black,Studio,Y,2016
12,MLK-Alberta,Black,1-BR,N,2016
12,MLK-Alberta,Black,2-BR,N,2016
12,MLK-Alberta,Black,3-BR,N,2016
12,MLK-Alberta,Black,Homeownership,Y,2016
12,MLK-Alberta,Latino,Studio,Y,2016
12,MLK-Alberta,Latino,1-BR,N,2016
12,MLK-Alberta,Latino,2-BR,N,2016
12,MLK-Alberta,Latino,3-BR,N,2016
12,MLK-Alberta,Latino,Homeownership,N,2016
12,MLK-Alberta,Native American,Studio,Y,2016
12,MLK-Alberta,Native American,1-BR,N,2016
12,MLK-Alberta,Native American,2-BR,N,2016
12,MLK-Alberta,Native American,3-BR,N,2016
12,MLK-Alberta,Native American,Homeownership,N,2016
12,MLK-Alberta,Asian,Studio,Y,2016
12,MLK-Alberta,Asian,1-BR,N,2016
12,MLK-Alberta,Asian,2-BR,N,2016
12,MLK-Alberta,Asian,3-BR,N,2016
12,MLK-Alberta,Asian,Homeownership,Y,2016
12,MLK-Alberta,Senior,Studio,Y,2016
12,MLK-Alberta,Senior,1-BR,N,2016
12,MLK-Alberta,Senior,2-BR,N,2016
12,MLK-Alberta,Senior,3-BR,N,2016
12,MLK-Alberta,Senior,Homeownership,N,2016
12,MLK-Alberta,Single Mother,Studio,Y,2016
12,MLK-Alberta,Single Mother,1-BR,N,2016
12,MLK-Alberta,Single Mother,2-BR,N,2016
12,MLK-Alberta,Single Mother,3-BR,N,2016
12,MLK-Alberta,Single Mother,Homeownership,N,2016
12,MLK-Alberta,Foreign-Born,Studio,Y,2016
12,MLK-Alberta,Foreign-Born,1-BR,N,2016
12,MLK-Alberta,Foreign-Born,2-BR,N,2016
12,MLK-Alberta,Foreign-Born,3-BR,N,2016
12,MLK-Alberta,Foreign-Born,Homeownership,Y,2016
13,Montavilla,Avg. Portland Household,Studio,Y,2016
13,Montavilla,Avg. Portland Household,1-BR,N,2016
13,Montavilla,Avg. Portland Household,2-BR,N,2016
13,Montavilla,Avg. Portland Household,3-BR,N,2016
13,Montavilla,Avg. Portland Household,Homeownership,Y,2016
13,Montavilla,3-Person Extremely Low-Income,Studio,Y,2016
13,Montavilla,3-Person Extremely Low-Income,1-BR,N,2016
13,Montavilla,3-Person Extremely Low-Income,2-BR,N,2016
13,Montavilla,3-Person Extremely Low-Income,3-BR,N,2016
13,Montavilla,3-Person Extremely Low-Income,Homeownership,Y,2016
13,Montavilla,3-Person Low-Income,Studio,Y,2016
13,Montavilla,3-Person Low-Income,1-BR,N,2016
13,Montavilla,3-Person Low-Income,2-BR,N,2016
13,Montavilla,3-Person Low-Income,3-BR,N,2016
13,Montavilla,3-Person Low-Income,Homeownership,Y,2016
13,Montavilla,3-Person Moderate-Income,Studio,Y,2016
13,Montavilla,3-Person Moderate-Income,1-BR,N,2016
13,Montavilla,3-Person Moderate-Income,2-BR,N,2016
13,Montavilla,3-Person Moderate-Income,3-BR,N,2016
13,Montavilla,3-Person Moderate-Income,Homeownership,Y,2016
13,Montavilla,Couple with Family,Studio,Y,2016
13,Montavilla,Couple with Family,1-BR,N,2016
13,Montavilla,Couple with Family,2-BR,N,2016
13,Montavilla,Couple with Family,3-BR,N,2016
13,Montavilla,Couple with Family,Homeownership,Y,2016
13,Montavilla,White,Studio,N,2016
13,Montavilla,White,1-BR,N,2016
13,Montavilla,White,2-BR,N,2016
13,Montavilla,White,3-BR,N,2016
13,Montavilla,White,Homeownership,N,2016
13,Montavilla,Black,Studio,Y,2016
13,Montavilla,Black,1-BR,N,2016
13,Montavilla,Black,2-BR,N,2016
13,Montavilla,Black,3-BR,N,2016
13,Montavilla,Black,Homeownership,Y,2016
13,Montavilla,Latino,Studio,Y,2016
13,Montavilla,Latino,1-BR,N,2016
13,Montavilla,Latino,2-BR,N,2016
13,Montavilla,Latino,3-BR,N,2016
13,Montavilla,Latino,Homeownership,N,2016
13,Montavilla,Native American,Studio,Y,2016
13,Montavilla,Native American,1-BR,N,2016
13,Montavilla,Native American,2-BR,N,2016
13,Montavilla,Native American,3-BR,N,2016
13,Montavilla,Native American,Homeownership,N,2016
13,Montavilla,Asian,Studio,Y,2016
13,Montavilla,Asian,1-BR,N,2016
13,Montavilla,Asian,2-BR,N,2016
13,Montavilla,Asian,3-BR,N,2016
13,Montavilla,Asian,Homeownership,Y,2016
13,Montavilla,Senior,Studio,Y,2016
13,Montavilla,Senior,1-BR,N,2016
13,Montavilla,Senior,2-BR,N,2016
13,Montavilla,Senior,3-BR,N,2016
13,Montavilla,Senior,Homeownership,N,2016
13,Montavilla,Single Mother,Studio,Y,2016
13,Montavilla,Single Mother,1-BR,N,2016
13,Montavilla,Single Mother,2-BR,N,2016
13,Montavilla,Single Mother,3-BR,N,2016
13,Montavilla,Single Mother,Homeownership,N,2016
13,Montavilla,Foreign-Born,Studio,Y,2016
13,Montavilla,Foreign-Born,1-BR,N,2016
13,Montavilla,Foreign-Born,2-BR,N,2016
13,Montavilla,Foreign-Born,3-BR,N,2016
13,Montavilla,Foreign-Born,Homeownership,Y,2016
14,Northwest,Avg. Portland Household,Studio,Y,2016
14,Northwest,Avg. Portland Household,1-BR,N,2016
14,Northwest,Avg. Portland Household,2-BR,N,2016
14,Northwest,Avg. Portland Household,3-BR,N,2016
14,Northwest,Avg. Portland Household,Homeownership,Y,2016
14,Northwest,3-Person Extremely Low-Income,Studio,Y,2016
14,Northwest,3-Person Extremely Low-Income,1-BR,N,2016
14,Northwest,3-Person Extremely Low-Income,2-BR,N,2016
14,Northwest,3-Person Extremely Low-Income,3-BR,N,2016
14,Northwest,3-Person Extremely Low-Income,Homeownership,Y,2016
14,Northwest,3-Person Low-Income,Studio,Y,2016
14,Northwest,3-Person Low-Income,1-BR,N,2016
14,Northwest,3-Person Low-Income,2-BR,N,2016
14,Northwest,3-Person Low-Income,3-BR,N,2016
14,Northwest,3-Person Low-Income,Homeownership,Y,2016
14,Northwest,3-Person Moderate-Income,Studio,Y,2016
14,Northwest,3-Person Moderate-Income,1-BR,N,2016
14,Northwest,3-Person Moderate-Income,2-BR,N,2016
14,Northwest,3-Person Moderate-Income,3-BR,N,2016
14,Northwest,3-Person Moderate-Income,Homeownership,Y,2016
14,Northwest,Couple with Family,Studio,Y,2016
14,Northwest,Couple with Family,1-BR,N,2016
14,Northwest,Couple with Family,2-BR,N,2016
14,Northwest,Couple with Family,3-BR,N,2016
14,Northwest,Couple with Family,Homeownership,Y,2016
14,Northwest,White,Studio,N,2016
14,Northwest,White,1-BR,N,2016
14,Northwest,White,2-BR,N,2016
14,Northwest,White,3-BR,N,2016
14,Northwest,White,Homeownership,N,2016
14,Northwest,Black,Studio,Y,2016
14,Northwest,Black,1-BR,N,2016
14,Northwest,Black,2-BR,N,2016
14,Northwest,Black,3-BR,N,2016
14,Northwest,Black,Homeownership,Y,2016
14,Northwest,Latino,Studio,Y,2016
14,Northwest,Latino,1-BR,N,2016
14,Northwest,Latino,2-BR,N,2016
14,Northwest,Latino,3-BR,N,2016
14,Northwest,Latino,Homeownership,N,2016
14,Northwest,Native American,Studio,Y,2016
14,Northwest,Native American,1-BR,N,2016
14,Northwest,Native American,2-BR,N,2016
14,Northwest,Native American,3-BR,N,2016
14,Northwest,Native American,Homeownership,N,2016
14,Northwest,Asian,Studio,Y,2016
14,Northwest,Asian,1-BR,N,2016
14,Northwest,Asian,2-BR,N,2016
14,Northwest,Asian,3-BR,N,2016
14,Northwest,Asian,Homeownership,Y,2016
14,Northwest,Senior,Studio,Y,2016
14,Northwest,Senior,1-BR,N,2016
14,Northwest,Senior,2-BR,N,2016
14,Northwest,Senior,3-BR,N,2016
14,Northwest,Senior,Homeownership,N,2016
14,Northwest,Single Mother,Studio,Y,2016
14,Northwest,Single Mother,1-BR,N,2016
14,Northwest,Single Mother,2-BR,N,2016
14,Northwest,Single Mother,3-BR,N,2016
14,Northwest,Single Mother,Homeownership,N,2016
14,Northwest,Foreign-Born,Studio,Y,2016
14,Northwest,Foreign-Born,1-BR,N,2016
14,Northwest,Foreign-Born,2-BR,N,2016
14,Northwest,Foreign-Born,3-BR,N,2016
14,Northwest,Foreign-Born,Homeownership,Y,2016
15,Parkrose-Argay,Avg. Portland Household,Studio,Y,2016
15,Parkrose-Argay,Avg. Portland Household,1-BR,N,2016
15,Parkrose-Argay,Avg. Portland Household,2-BR,N,2016
15,Parkrose-Argay,Avg. Portland Household,3-BR,N,2016
15,Parkrose-Argay,Avg. Portland Household,Homeownership,Y,2016
15,Parkrose-Argay,3-Person Extremely Low-Income,Studio,Y,2016
15,Parkrose-Argay,3-Person Extremely Low-Income,1-BR,N,2016
15,Parkrose-Argay,3-Person Extremely Low-Income,2-BR,N,2016
15,Parkrose-Argay,3-Person Extremely Low-Income,3-BR,N,2016
15,Parkrose-Argay,3-Person Extremely Low-Income,Homeownership,Y,2016
15,Parkrose-Argay,3-Person Low-Income,Studio,Y,2016
15,Parkrose-Argay,3-Person Low-Income,1-BR,N,2016
15,Parkrose-Argay,3-Person Low-Income,2-BR,N,2016
15,Parkrose-Argay,3-Person Low-Income,3-BR,N,2016
15,Parkrose-Argay,3-Person Low-Income,Homeownership,Y,2016
15,Parkrose-Argay,3-Person Moderate-Income,Studio,Y,2016
15,Parkrose-Argay,3-Person Moderate-Income,1-BR,N,2016
15,Parkrose-Argay,3-Person Moderate-Income,2-BR,N,2016
15,Parkrose-Argay,3-Person Moderate-Income,3-BR,N,2016
15,Parkrose-Argay,3-Person Moderate-Income,Homeownership,Y,2016
15,Parkrose-Argay,Couple with Family,Studio,Y,2016
15,Parkrose-Argay,Couple with Family,1-BR,N,2016
15,Parkrose-Argay,Couple with Family,2-BR,N,2016
15,Parkrose-Argay,Couple with Family,3-BR,N,2016
15,Parkrose-Argay,Couple with Family,Homeownership,Y,2016
15,Parkrose-Argay,White,Studio,N,2016
15,Parkrose-Argay,White,1-BR,N,2016
15,Parkrose-Argay,White,2-BR,N,2016
15,Parkrose-Argay,White,3-BR,N,2016
15,Parkrose-Argay,White,Homeownership,N,2016
15,Parkrose-Argay,Black,Studio,Y,2016
15,Parkrose-Argay,Black,1-BR,N,2016
15,Parkrose-Argay,Black,2-BR,N,2016
15,Parkrose-Argay,Black,3-BR,N,2016
15,Parkrose-Argay,Black,Homeownership,Y,2016
15,Parkrose-Argay,Latino,Studio,Y,2016
15,Parkrose-Argay,Latino,1-BR,N,2016
15,Parkrose-Argay,Latino,2-BR,N,2016
15,Parkrose-Argay,Latino,3-BR,N,2016
15,Parkrose-Argay,Latino,Homeownership,N,2016
15,Parkrose-Argay,Native American,Studio,Y,2016
15,Parkrose-Argay,Native American,1-BR,N,2016
15,Parkrose-Argay,Native American,2-BR,N,2016
15,Parkrose-Argay,Native American,3-BR,N,2016
15,Parkrose-Argay,Native American,Homeownership,N,2016
15,Parkrose-Argay,Asian,Studio,Y,2016
15,Parkrose-Argay,Asian,1-BR,N,2016
15,Parkrose-Argay,Asian,2-BR,N,2016
15,Parkrose-Argay,Asian,3-BR,N,2016
15,Parkrose-Argay,Asian,Homeownership,Y,2016
15,Parkrose-Argay,Senior,Studio,Y,2016
15,Parkrose-Argay,Senior,1-BR,N,2016
15,Parkrose-Argay,Senior,2-BR,N,2016
15,Parkrose-Argay,Senior,3-BR,N,2016
15,Parkrose-Argay,Senior,Homeownership,N,2016
15,Parkrose-Argay,Single Mother,Studio,Y,2016
15,Parkrose-Argay,Single Mother,1-BR,N,2016
15,Parkrose-Argay,Single Mother,2-BR,N,2016
15,Parkrose-Argay,Single Mother,3-BR,N,2016
15,Parkrose-Argay,Single Mother,Homeownership,N,2016
15,Parkrose-Argay,Foreign-Born,Studio,Y,2016
15,Parkrose-Argay,Foreign-Born,1-BR,N,2016
15,Parkrose-Argay,Foreign-Born,2-BR,N,2016
15,Parkrose-Argay,Foreign-Born,3-BR,N,2016
15,Parkrose-Argay,Foreign-Born,Homeownership,Y,2016
16,Pleasant Valley,Avg. Portland Household,Studio,Y,2016
16,Pleasant Valley,Avg. Portland Household,1-BR,N,2016
16,Pleasant Valley,Avg. Portland Household,2-BR,N,2016
16,Pleasant Valley,Avg. Portland Household,3-BR,N,2016
16,Pleasant Valley,Avg. Portland Household,Homeownership,Y,2016
